Observation_Day,beta_i_symptomatic,beta_e_asymptomatic,phi_e_prop_asymptomatic,phi_r_recovery,phi_d_mortality,v_vaccination_rate
205.0,0.002573801566330978,0.15067277937136336,0.16738084444840085,0.05484688036758703,0.0006844634094624928,0.0019582883333092967
206.0,0.002596315251581001,0.15317801926422658,0.16723168994175092,0.05502488901409877,0.0006755252499519006,0.001949265752895572
207.0,0.0026201606435233946,0.15571775921168535,0.1670752003459054,0.05518805048386559,0.0006667351470762761,0.0019399968042349185
208.0,0.0026450558970490196,0.15828108060322402,0.16691269119096971,0.05533697861029638,0.0006581278313166006,0.0019305498085793453
209.0,0.002670701925446543,0.16085626673772882,0.16674557202294282,0.05547244376225376,0.0006497364208919458,0.0019209956540672257
210.0,0.0026967860539932535,0.16343091358869996,0.16657532820290938,0.05559535460087552,0.0006415921214845285,0.0019114068231221024
211.0,0.0027229862204962425,0.16599205613754273,0.16640350174256704,0.05570673735120702,0.0006337239824668125,0.0019018564271577622
212.0,0.002748975620854228,0.16852630697243048,0.16623167171202816,0.05580771331239175,0.0006261587133762531,0.0018924172763353816
213.0,0.0027744276676562435,0.17102000336984316,0.16606143474453403,0.05589947535549274,0.0006189205619427672,0.0018831610091572624
214.0,0.0027990211063795545,0.17345935880597424,0.1658943861264452,0.05598326414293561,0.0006120312526307904,0.0018741573026144112
215.0,0.002822445119248732,0.175830614805632,0.16573210190282525,0.056060344751773544,0.0006055099825305263,0.0018654731787411455
216.0,0.0028444042428831633,0.1781201892272986,0.1655761223536904,0.05613198430063001,0.0005993734696147492,0.00185717241811414
217.0,0.0028646229331376984,0.18031481748530404,0.1654279371090383,0.05619943107515111,0.000593636046931514,0.0018493150854151622
218.0,0.00288284962859891,0.18240168378684396,0.16528897207802132,0.056263895527858813,0.0005883097952617407,0.0018419571669810542
219.0,0.0028988601915598887,0.18436854016278748,0.16516057827496208,0.056326533404275424,0.0005834047061375357,0.0018351503155684351
220.0,0.0029124606396024114,0.18620381183897947,0.16504402253769979,0.056388431126272884,0.0005789288668710584,0.001828941693577451
